filename	AC Accuracy V0	DICE V0	ER V0	Jaccard V0	SE Sensitivity V0	SP Specificity V0	
ISIC_0009970	0.6977208455	0.7338845455	0.3022791545	0.5796347741	0.5801456598	0.9977508502	
ISIC_0009977	0.9533589681	0.811429394	0.0466410319	0.6826934722	0.6826934722	1.0	
ISIC_0009980	0.3491071065	0.4118335798	0.6508928935	0.2593138695	0.2598575793	0.9850596683	
ISIC_0009982	0.9237340291	0.6003225248	0.07626597087	0.4289006113	0.4289006113	1.0	
ISIC_0009988	0.1580263774	0.2085308057	0.8419736226	0.1164021164	0.1165028575	0.9828093912	
ISIC_0009990	0.4251454671	0.578912268	0.5748545329	0.4073726448	0.4073726448	1.0	
ISIC_0009992	0.8719126383	0.8796586114	0.1280873617	0.7851701458	0.8714815613	0.8724129689	
ISIC_0009993	0.9533729553	0.9098202011	0.04662704468	0.834559769	0.834559769	1.0	
ISIC_0009994	0.9868977865	0.9615203639	0.01310221354	0.9258923627	0.9997980786	0.9843720777	
ISIC_0009998	0.9448801676	0.8759862906	0.05511983236	0.7793377281	0.7841155863	0.9979752497	
ISIC_0010004	0.9961293538	0.9361336075	0.003870646159	0.8799353134	0.9198449676	0.9985567695	
ISIC_0010009	0.9925104777	0.9348696287	0.007489522298	0.8777044143	0.8783792208	0.9999498853	
ISIC_0010011	0.8897094727	0.7262535979	0.1102905273	0.5701712655	0.5705218478	0.9997879486	
ISIC_0010013	0.926507314	0.7627721797	0.07349268595	0.6165171581	0.6165171581	1.0	
ISIC_0010016	0.9854927063	0.8722267642	0.0145072937	0.7734061569	0.7745753272	0.9998967613	
ISIC_0010018	0.9973309835	0.9900963938	0.00266901652	0.9803870268	0.9912328767	0.9982794138	
ISIC_0010020	0.889280955	0.8666228576	0.110719045	0.7646376702	0.7713492613	0.9923301993	
ISIC_0010023	0.9597295125	0.9287408254	0.04027048747	0.8669618403	0.9011094568	0.9838159601	
ISIC_0010028	0.9693082174	0.911559192	0.03069178263	0.8374908266	0.8374908266	1.0	
ISIC_0010033	0.985408783	0.9484786035	0.01459121704	0.9020059949	0.9026380782	0.999877505	
ISIC_0010034	0.9796358744	0.9706944223	0.02036412557	0.9430575753	0.9438697257	0.999521195	
ISIC_0010037	0.6950581868	0.7740041012	0.3049418132	0.6313268274	0.6317337497	0.9969274091	
ISIC_0010038	0.8007214864	0.7716774501	0.1992785136	0.6282368179	0.6289544618	0.9986834794	
ISIC_0010041	0.2516657511	0.1831798738	0.7483342489	0.1008244411	0.1008244411	1.0	
ISIC_0010047	0.8358078003	0.6156552488	0.1641921997	0.4447268271	0.4447268271	1.0	
ISIC_0010055	0.8838195801	0.6994710944	0.1161804199	0.5378358692	0.5378358692	1.0	
ISIC_0010058	0.9872245789	0.970310196	0.01277542114	0.9423325279	0.9438277176	0.9995493767	
ISIC_0010059	0.989306132	0.9112962768	0.010693868	0.8370470839	0.8415639063	0.99962318	
ISIC_0010061	0.9960110982	0.9761170622	0.003988901774	0.9533483039	0.9587951122	0.9994691281	
ISIC_0010062	0.8313102722	0.8721013525	0.1686897278	0.7732089709	0.7734033276	0.9992709129	
ISIC_0010073	0.6500651042	0.1231871129	0.3499348958	0.06563633154	0.06563633154	1.0	
ISIC_0010077	0.9654706319	0.8412814383	0.03452936808	0.7260446722	0.7276302752	0.9996858301	
ISIC_0010088	0.993918101	0.9523999084	0.006081899007	0.9091254536	0.9115501114	0.9998092485	
ISIC_0010089	0.9938265483	0.9518367509	0.006173451742	0.908099718	0.9086156935	0.9999591076	
ISIC_0010092	0.9880599976	0.9548562033	0.01194000244	0.9136122764	0.9147989498	0.9997919977	
ISIC_0010100	0.8739217122	0.8357785249	0.1260782878	0.7178861951	0.7178861951	1.0	
ISIC_0010103	0.9354972839	0.8138533857	0.06450271606	0.6861321998	0.6863997623	0.99989918	
ISIC_0010171	0.9261182149	0.8724813066	0.07388178507	0.7738065114	0.7738065114	1.0	
ISIC_0010173	0.9253603617	0.5006762677	0.07463963826	0.3339347313	0.3339385205	0.999998568	
ISIC_0010175	0.9009780884	0.926642476	0.09902191162	0.8633120422	0.8663472632	0.9908736346	
ISIC_0010180	0.933728536	0.7106098969	0.06627146403	0.5511209488	0.5511209488	1.0	
ISIC_0010183	0.9733479818	0.6994464998	0.02665201823	0.5378067874	0.5378067874	1.0	
ISIC_0010187	0.9868164062	0.9820141763	0.01318359375	0.9646639015	0.965684184	0.9993716186	
ISIC_0010190	0.5773162842	0.6812294662	0.4226837158	0.5165640639	0.5168654922	0.9959588834	
ISIC_0010192	0.9643096924	0.9065122972	0.03569030762	0.8290100518	0.8372061547	0.9974242213	
ISIC_0010193	0.5071856181	0.0	0.4928143819	0.0	0.0	0.8892919411	
ISIC_0010201	0.9403343201	0.9389720332	0.05966567993	0.8849644521	0.9008569917	0.981344367	
ISIC_0010202	0.4420089722	0.3268568799	0.5579910278	0.1953550034	0.1963932178	0.9881821983	
ISIC_0010206	0.9984970093	0.9902663175	0.001502990723	0.9807202975	0.9930631256	0.9989502484	
ISIC_0010207	0.9918467204	0.9165104167	0.008153279622	0.8458876124	0.8736471056	0.9982282335	
ISIC_0010215	0.9321517944	0.8098716514	0.06784820557	0.680491018	0.680491018	1.0	
ISIC_0010216	0.9615275065	0.8367188343	0.03847249349	0.7192748056	0.7192748056	1.0	
ISIC_0010229	0.9938278198	0.983555685	0.006172180176	0.9676434514	0.9917740459	0.9942974631	
ISIC_0010231	0.8102137248	0.8006390067	0.1897862752	0.6675546488	0.6677420505	0.9996267773	
ISIC_0010234	0.9763590495	0.8004422214	0.02364095052	0.6672810895	0.6672810895	1.0	
ISIC_0010238	0.8821347555	0.7998773698	0.1178652445	0.6664963643	0.6682442913	0.9985723319	
ISIC_0010254	0.8502794902	0.0	0.1497205098	0.0	0.0	0.8889738248	
ISIC_0010255	0.9966417948	0.9490773769	0.00335820516	0.9030896815	0.9983368489	0.9965869411	
ISIC_0010257	0.6073811849	0.6166077695	0.3926188151	0.4457215791	0.4460634957	0.9981418301	
